NM_MUN,date,precipitation,SIGLA_UF,Lat,Long
Miracatu,2022-12-04,"34,26449203",SP,"-24,1950752","-47,3946945"
Miracatu,2022-12-03,"36,71168137",SP,"-24,1950752","-47,3946945"
Miracatu,2022-12-02,"29,49031258",SP,"-24,1950752","-47,3946945"
Miracatu,2022-12-01,"13,49858665",SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-30,"34,70631027",SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-29,"29,9932785",SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-28,"34,70631027",SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-27,"30,46997833",SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-26,"22,03944588",SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-25,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-24,"13,72787952",SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-23,"35,19889832",SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-22,"20,77116394",SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-21,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-20,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-19,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-18,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-17,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-16,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-15,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-14,"31,26467323",SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-13,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-12,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-11,"43,097229",SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-10,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-09,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-08,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-07,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-06,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-05,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-04,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-03,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-02,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-11-01,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-31,"68,98956299",SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-30,"7,071137905",SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-29,"34,49478149",SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-28,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-27,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-26,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-25,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-24,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-23,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-22,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-21,"23,86790276",SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-20,"5,571552277",SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-19,"13,78522015",SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-18,"44,70085526",SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-17,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-16,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-15,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-14,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-13,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-12,"27,4761734",SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-11,"15,29788017",SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-10,"20,93350983",SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-09,"11,19287872",SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-08,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-07,"25,25668144",SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-06,"15,9556551",SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-05,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-04,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-03,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-02,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-10-01,"5,1871171",SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-30,"18,49509239",SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-29,"56,82514954",SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-28,"96,1167984",SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-27,"2,115879774",SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-26,"4,947887421",SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-25,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-24,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-23,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-22,"23,42146492",SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-21,"31,37643814",SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-20,"11,78545952",SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-19,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-18,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-17,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-16,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-15,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-14,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-13,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-12,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-11,"16,17555618",SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-10,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-09,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-08,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-07,"42,33657455",SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-06,"10,17822742",SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-05,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-04,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-03,"7,995713234",SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-02,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-09-01,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-31,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-30,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-29,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-28,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-27,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-26,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-25,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-24,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-23,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-22,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-21,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-20,"4,832566261",SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-19,"18,97556877",SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-18,"58,33890152",SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-17,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-16,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-15,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-14,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-13,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-12,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-11,"4,179224491",SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-10,"43,93402481",SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-09,"67,19738007",SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-08,"21,11124229",SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-07,"19,11233139",SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-06,"26,62612915",SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-05,"5,830096245",SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-04,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-03,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-02,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-08-01,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-31,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-30,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-29,"25,10798264",SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-28,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-27,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-26,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-25,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-24,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-23,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-22,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-21,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-20,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-19,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-18,"9,608496666",SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-17,"8,589146614",SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-16,"8,772532463",SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-15,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-14,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-13,"5,521013737",SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-12,"7,965326786",SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-11,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-10,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-09,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-08,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-07,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-06,"8,221968651",SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-05,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-04,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-03,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-02,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-07-01,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-30,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-29,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-28,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-27,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-26,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-25,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-24,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-23,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-22,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-21,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-20,"16,14967346",SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-19,"5,525129318",SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-18,"14,45965481",SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-17,"0,00001811855327",SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-16,"0,00001557953328",SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-15,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-14,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-13,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-12,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-11,"31,67291832",SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-10,"34,29340744",SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-09,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-08,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-07,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-06,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-05,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-04,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-03,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-02,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-06-01,"33,83892059",SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-31,"26,27892113",SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-30,"59,4176178",SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-29,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-28,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-27,"11,47075939",SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-26,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-25,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-24,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-23,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-22,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-21,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-20,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-19,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-18,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-17,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-16,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-15,"10,14945984",SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-14,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-13,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-12,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-11,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-10,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-09,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-08,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-07,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-06,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-05,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-04,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-03,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-02,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-05-01,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-30,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-29,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-28,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-27,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-26,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-25,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-24,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-23,"19,57939911",SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-22,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-21,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-20,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-19,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-18,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-17,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-16,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-15,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-14,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-13,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-12,"7,080829144",SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-11,"7,080829144",SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-10,"23,84215736",SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-09,"45,00436401",SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-08,"24,46903992",SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-07,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-06,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-05,"65,04025269",SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-04,"45,44067383",SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-03,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-02,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-04-01,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-31,"42,13731003",SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-30,"39,2193222",SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-29,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-28,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-27,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-26,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-25,"27,56217957",SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-24,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-23,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-22,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-21,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-20,"14,47343636",SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-19,"34,28757858",SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-18,"42,53922653",SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-17,"12,69244194",SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-16,"18,53423882",SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-15,"22,6330719",SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-14,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-13,"12,69001102",SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-12,"74,69799805",SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-11,"66,54118347",SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-10,"31,3261261",SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-09,"9,979042053",SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-08,"6,923427582",SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-07,"21,4361248",SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-06,"12,09958267",SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-05,"14,97221088",SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-04,"56,44509888",SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-03,"40,22647476",SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-02,"28,22254944",SP,"-24,1950752","-47,3946945"
Miracatu,2022-03-01,"29,6035099",SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-28,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-27,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-26,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-25,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-24,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-23,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-22,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-21,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-20,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-19,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-18,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-17,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-16,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-15,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-14,"27,77542686",SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-13,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-12,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-11,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-10,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-09,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-08,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-07,"5,898318291",SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-06,"33,60046005",SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-05,"20,57455254",SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-04,"22,80035591",SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-03,"6,746490002",SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-02,"11,03689861",SP,"-24,1950752","-47,3946945"
Miracatu,2022-02-01,"15,60103321",SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-31,"49,20597076",SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-30,"12,79146957",SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-29,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-28,"96,58740997",SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-27,"22,98641586",SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-26,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-25,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-24,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-23,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-22,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-21,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-20,"37,01231384",SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-19,"34,85547256",SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-18,"30,61344147",SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-17,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-16,"26,06316376",SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-15,"24,6324501",SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-14,"28,84994316",SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-13,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-12,"15,90770245",SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-11,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-10,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-09,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-08,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-07,0,SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-06,"28,11520004",SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-05,"21,68228912",SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-04,"68,86151886",SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-03,"55,98465347",SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-02,"21,96615028",SP,"-24,1950752","-47,3946945"
Miracatu,2022-01-01,0,SP,"-24,1950752","-47,3946945"
Mongaguá,2024-01-31,"106,9026794",SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-30,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-29,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-28,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-27,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-26,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-25,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-24,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-23,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-22,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-21,"56,05715561",SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-20,"49,11223984",SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-19,"36,59473801",SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-18,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-17,"20,53943634",SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-16,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-15,"36,12429428",SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-14,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-13,"142,0161438",SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-12,"60,2828598",SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-11,"11,01892662",SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-10,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-09,"35,55538559",SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-08,"72,24066925",SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-07,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-06,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-05,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-04,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-03,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-02,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2024-01-01,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2023-12-31,"2,955040216",SP,"-24,07016372","-46,66807015"
Mongaguá,2023-12-30,"6,786468983",SP,"-24,07016372","-46,66807015"
Mongaguá,2023-12-29,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2023-12-28,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2023-12-27,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2023-12-26,"10,10532665",SP,"-24,07016372","-46,66807015"
Mongaguá,2023-12-25,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2023-12-24,"52,87717819",SP,"-24,07016372","-46,66807015"
Mongaguá,2023-12-23,"3,772447348",SP,"-24,07016372","-46,66807015"
Mongaguá,2023-12-22,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2023-12-21,"15,92000389",SP,"-24,07016372","-46,66807015"
Mongaguá,2023-12-20,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2023-12-19,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2023-12-18,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2023-12-17,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2023-12-16,"7,140089035",SP,"-24,07016372","-46,66807015"
Mongaguá,2023-12-15,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2023-12-14,0,SP,"-24,07016372","-46,66807015"
Mongaguá,2023-12-13,0,SP,"-24,07016372","-46,66807015"
